Constituency,Constituency_ID,Candidate_Name,Party,Age,Gender
Kalasapakkam,65,P. Kannan,DMK,36,Male
Kalasapakkam,65,A. Ramesh,AIADMK,70,Male
Kalasapakkam,65,J. Revathi,NTK,73,Female
Kalasapakkam,65,E. Palani,BJP,29,Male
Kalasapakkam,65,R. Ashok,Independent,27,Male
Kalasapakkam,65,L. Selvam,Independent,75,Male
Kalasapakkam,65,D. Ashok,Independent,59,Male
Kalasapakkam,65,V. Priya,Independent,35,Female
Kalasapakkam,65,L. Suresh,Independent,26,Male
Kalasapakkam,65,M. Sivakarthikeyan,Independent,69,Male
Kalasapakkam,65,T. Vasanthi,Independent,54,Female
Kalasapakkam,65,M. Suresh,Independent,52,Male
Kalasapakkam,65,C. Chandran,Independent,42,Male
Kalasapakkam,65,T. Surya,Independent,58,Male
Kalasapakkam,65,A. Suresh,Independent,47,Male
Kalasapakkam,65,N. Sekar,Independent,46,Male
Kalasapakkam,65,P. Vikram,Independent,62,Male
Polur,66,N. Karuppu,DMK,66,Male
Polur,66,C. Velu,AIADMK,55,Male
Polur,66,B. Sivakarthikeyan,NTK,40,Male
Polur,66,K. Sivakarthikeyan,BJP,26,Male
Polur,66,D. Devi,PMK,52,Female
Polur,66,L. Moorthy,Independent,36,Male
Polur,66,A. Muthu,Independent,63,Male
Polur,66,A. Ganesan,Independent,26,Male
Polur,66,A. Selvam,Independent,65,Male
Polur,66,K. Surya,Independent,45,Male
Polur,66,E. Rajendran,Independent,45,Male
Polur,66,C. Selvam,Independent,55,Male
Polur,66,K. Raja,Independent,34,Male
Polur,66,R. Moorthy,Independent,53,Male
Polur,66,P. Karuppu,Independent,75,Male
Polur,66,N. Ramesh,Independent,71,Male
Polur,66,P. Vijay,Independent,50,Male
Arani,67,N. Indira,DMK,56,Female
Arani,67,D. Kamal,AIADMK,46,Male
Arani,67,S. Ramesh,NTK,47,Male
Arani,67,E. Arun,BJP,33,Male
Arani,67,B. Selvam,INC,73,Male
Arani,67,E. Vasanthi,Independent,68,Female
Arani,67,L. Selvam,Independent,63,Male
Arani,67,M. Devi,Independent,44,Female
Arani,67,P. Murugan,Independent,46,Male
Arani,67,J. Suresh,Independent,40,Male
Arani,67,J. Dhanush,Independent,57,Male
Arani,67,G. Vasanthi,Independent,71,Female
Arani,67,T. Arun,Independent,54,Male
Arani,67,K. Moorthy,Independent,63,Male
Arani,67,D. Surya,Independent,38,Male
Arani,67,E. Rajini,Independent,56,Male
Arani,67,S. Prakash,Independent,49,Male
Arani,67,M. Selvam,Independent,61,Male
Arani,67,N. Chandran,Independent,63,Male
Arani,67,J. Rajendran,Independent,46,Male
Arani,67,G. Surya,Independent,42,Male
Arani,67,L. Karthik,Independent,55,Male
Cheyyar,68,K. Rajini,DMK,32,Male
Cheyyar,68,B. Kannan,AIADMK,67,Male
Cheyyar,68,K. Vasanthi,NTK,32,Female
Cheyyar,68,R. Kannan,BJP,44,Male
Cheyyar,68,T. Ajith,INC,46,Male
Cheyyar,68,K. Vikram,Independent,54,Male
Cheyyar,68,V. Mani,Independent,44,Male
Cheyyar,68,S. Suresh,Independent,66,Male
Cheyyar,68,R. Dhanush,Independent,63,Male
Cheyyar,68,G. Kamal,Independent,58,Male
Cheyyar,68,M. Karuppu,Independent,65,Male
Cheyyar,68,S. Vijay,Independent,48,Male
Cheyyar,68,S. Kamal,Independent,53,Male
Vandavasi,69,T. Sivakarthikeyan,DMK,31,Male
Vandavasi,69,D. Geetha,AIADMK,72,Female
Vandavasi,69,C. Palani,NTK,60,Male
Vandavasi,69,B. Ramesh,INC,30,Male
Vandavasi,69,N. Soundarya,Independent,40,Female
Vandavasi,69,N. Vijay,Independent,68,Male
Vandavasi,69,N. Chandran,Independent,35,Male
Vandavasi,69,P. Rajendran,Independent,75,Male
Vandavasi,69,A. Geetha,Independent,32,Female
Vandavasi,69,V. Mani,Independent,64,Male
Vandavasi,69,K. Balaji,Independent,47,Male
Vandavasi,69,N. Raja,Independent,49,Male
Vandavasi,69,B. Sivakarthikeyan,Independent,46,Male
Vandavasi,69,S. Surya,Independent,69,Male
Gingee,70,N. Renuka,DMK,40,Female
Gingee,70,B. Sekar,AIADMK,30,Male
Gingee,70,C. Karuppu,NTK,65,Male
Gingee,70,S. Rajini,Independent,48,Male
Gingee,70,D. Muthu,Independent,59,Male
Gingee,70,L. Rajini,Independent,37,Male
Gingee,70,B. Ajith,Independent,51,Male
Gingee,70,M. Murugan,Independent,48,Male
Gingee,70,C. Perumal,Independent,65,Male
Gingee,70,K. Senthil,Independent,42,Male
Gingee,70,P. Murugan,Independent,34,Male
Gingee,70,E. Balaji,Independent,50,Male
Gingee,70,N. Mani,Independent,27,Male
Gingee,70,N. Selvam,Independent,54,Male
Gingee,70,J. Velu,Independent,47,Male
Gingee,70,J. Balaji,Independent,32,Male
Gingee,70,B. Prakash,Independent,45,Male
Mailam,71,R. Ashok,DMK,31,Male
Mailam,71,L. Lakshmi,AIADMK,30,Female
Mailam,71,P. Sivakarthikeyan,NTK,56,Male
Mailam,71,L. Karuppu,PMK,58,Male
Mailam,71,T. Kamal,Independent,70,Male
Mailam,71,L. Prakash,Independent,55,Male
Mailam,71,R. Ramesh,Independent,63,Male
Mailam,71,B. Surya,Independent,72,Male
Mailam,71,S. Prakash,Independent,33,Male
Mailam,71,R. Murugan,Independent,47,Male
Mailam,71,B. Suresh,Independent,34,Male
Mailam,71,J. Ashok,Independent,32,Male
Mailam,71,M. Kavitha,Independent,65,Female
Mailam,71,N. Mani,Independent,27,Male
Mailam,71,L. Karuppu,Independent,34,Male
Mailam,71,J. Mani,Independent,57,Male
Mailam,71,E. Rajendran,Independent,59,Male
Tindivanam,72,D. Suresh,DMK,41,Male
Tindivanam,72,T. Suganya,AIADMK,71,Female
Tindivanam,72,P. Natarajan,NTK,40,Male
Tindivanam,72,P. Natarajan,BJP,26,Male
Tindivanam,72,J. Malathi,INC,69,Female
Tindivanam,72,V. Devi,Independent,66,Female
Tindivanam,72,E. Arun,Independent,25,Male
Tindivanam,72,C. Vijay,Independent,65,Male
Tindivanam,72,S. Velu,Independent,30,Male
Tindivanam,72,K. Sivakarthikeyan,Independent,31,Male
Tindivanam,72,M. Selvam,Independent,35,Male
Tindivanam,72,V. Senthil,Independent,42,Male
Tindivanam,72,R. Devi,Independent,55,Female
Tindivanam,72,S. Kamal,Independent,74,Male
Tindivanam,72,T. Karthik,Independent,75,Male
Tindivanam,72,M. Natarajan,Independent,43,Male
Tindivanam,72,N. Meena,Independent,49,Female
Tindivanam,72,B. Soundarya,Independent,30,Female
Tindivanam,72,C. Rajendran,Independent,33,Male
Tindivanam,72,E. Chandran,Independent,47,Male
Tindivanam,72,L. Vijay,Independent,71,Male
Vanur,73,M. Muthu,DMK,49,Male
Vanur,73,D. Selvam,AIADMK,39,Male
Vanur,73,D. Muthu,NTK,25,Male
Vanur,73,R. Muthu,BJP,51,Male
Vanur,73,V. Murugan,INC,27,Male
Vanur,73,D. Natarajan,Independent,36,Male
Vanur,73,C. Rajendran,Independent,60,Male
Vanur,73,P. Prakash,Independent,72,Male
Vanur,73,S. Suresh,Independent,53,Male
Vanur,73,M. Kamal,Independent,73,Male
Vanur,73,A. Velu,Independent,46,Male
Vanur,73,P. Sivakarthikeyan,Independent,70,Male
Vanur,73,R. Arun,Independent,38,Male
Vanur,73,P. Selvam,Independent,28,Male
Vanur,73,T. Vijay,Independent,25,Male
Villupuram,74,L. Vikram,DMK,73,Male
Villupuram,74,C. Suresh,AIADMK,47,Male
Villupuram,74,B. Mani,NTK,37,Male
Villupuram,74,T. Natarajan,BJP,41,Male
Villupuram,74,G. Velu,INC,44,Male
Villupuram,74,G. Sivakarthikeyan,Independent,25,Male
Villupuram,74,R. Vikram,Independent,75,Male
Villupuram,74,B. Natarajan,Independent,73,Male
Villupuram,74,S. Chandran,Independent,40,Male
Villupuram,74,S. Dhanush,Independent,43,Male
Villupuram,74,R. Rajendran,Independent,75,Male
Villupuram,74,A. Karthik,Independent,31,Male
Villupuram,74,E. Ajith,Independent,59,Male
Villupuram,74,G. Sivakarthikeyan,Independent,32,Male
Villupuram,74,V. Perumal,Independent,48,Male
Villupuram,74,N. Ramesh,Independent,74,Male
Villupuram,74,N. Mani,Independent,25,Male
Villupuram,74,P. Karthik,Independent,64,Male
Villupuram,74,L. Raja,Independent,66,Male
Villupuram,74,M. Karthik,Independent,35,Male
Villupuram,74,A. Sekar,Independent,34,Male
Vikravandi,75,S. Palani,DMK,28,Male
Vikravandi,75,C. Priya,AIADMK,36,Female
Vikravandi,75,T. Anitha,NTK,62,Female
Vikravandi,75,N. Sivakarthikeyan,INC,57,Male
Vikravandi,75,V. Kavitha,Independent,56,Female
Vikravandi,75,E. Kavitha,Independent,29,Female
Vikravandi,75,P. Karuppu,Independent,62,Male
Vikravandi,75,K. Karthik,Independent,30,Male
Vikravandi,75,K. Ramesh,Independent,44,Male
Vikravandi,75,K. Karuppu,Independent,52,Male
Vikravandi,75,B. Ajith,Independent,70,Male
Vikravandi,75,E. Arun,Independent,39,Male
Tirukkoyilur,76,K. Ganesan,DMK,49,Male
Tirukkoyilur,76,T. Perumal,AIADMK,54,Male
Tirukkoyilur,76,A. Selvam,NTK,59,Male
Tirukkoyilur,76,E. Ajith,BJP,33,Male
Tirukkoyilur,76,N. Meena,PMK,69,Female
Tirukkoyilur,76,E. Balaji,VCK,44,Male
Tirukkoyilur,76,V. Renuka,Independent,75,Female
Tirukkoyilur,76,L. Prakash,Independent,73,Male
Tirukkoyilur,76,D. Dhanush,Independent,74,Male
Tirukkoyilur,76,E. Ganesan,Independent,73,Male
Tirukkoyilur,76,P. Vijay,Independent,59,Male
Tirukkoyilur,76,R. Karthik,Independent,34,Male
Tirukkoyilur,76,K. Palani,Independent,35,Male
Tirukkoyilur,76,N. Suresh,Independent,40,Male
Tirukkoyilur,76,V. Ramesh,Independent,59,Male
Tirukkoyilur,76,T. Muthu,Independent,52,Male
Tirukkoyilur,76,K. Senthil,Independent,62,Male
Tirukkoyilur,76,D. Natarajan,Independent,38,Male
Tirukkoyilur,76,S. Dhanush,Independent,47,Male
Tirukkoyilur,76,B. Karuppu,Independent,55,Male
Tirukkoyilur,76,L. Ramesh,Independent,40,Male
Tirukkoyilur,76,A. Palani,Independent,34,Male
Ulundurpettai,77,T. Mani,DMK,25,Male
Ulundurpettai,77,B. Kannan,AIADMK,28,Male
Ulundurpettai,77,V. Shanthi,NTK,39,Female
Ulundurpettai,77,T. Palani,BJP,32,Male
Ulundurpettai,77,R. Mani,Independent,59,Male
Ulundurpettai,77,B. Dhanush,Independent,74,Male
Ulundurpettai,77,M. Velu,Independent,58,Male
Ulundurpettai,77,E. Balaji,Independent,31,Male
Ulundurpettai,77,J. Vikram,Independent,52,Male
Ulundurpettai,77,A. Karuppu,Independent,43,Male
Ulundurpettai,77,E. Surya,Independent,60,Male
Ulundurpettai,77,T. Priya,Independent,53,Female
Ulundurpettai,77,E. Ramesh,Independent,62,Male
Ulundurpettai,77,K. Sekar,Independent,42,Male
Ulundurpettai,77,L. Sekar,Independent,40,Male
Ulundurpettai,77,N. Muthu,Independent,51,Male
Rishivandiyam,78,L. Balaji,DMK,55,Male
Rishivandiyam,78,M. Ramesh,AIADMK,52,Male
Rishivandiyam,78,D. Rajendran,NTK,63,Male
Rishivandiyam,78,N. Anitha,BJP,40,Female
Rishivandiyam,78,N. Palani,Independent,61,Male
Rishivandiyam,78,C. Suresh,Independent,42,Male
Rishivandiyam,78,N. Prakash,Independent,50,Male
Rishivandiyam,78,P. Mani,Independent,31,Male
Rishivandiyam,78,B. Vijay,Independent,34,Male
Rishivandiyam,78,M. Palani,Independent,48,Male
Rishivandiyam,78,M. Rajini,Independent,50,Male
Rishivandiyam,78,A. Vijay,Independent,36,Male
Rishivandiyam,78,D. Vijay,Independent,55,Male
Rishivandiyam,78,G. Shanthi,Independent,48,Female
Rishivandiyam,78,V. Ashok,Independent,62,Male
Rishivandiyam,78,S. Palani,Independent,37,Male
Rishivandiyam,78,B. Chandran,Independent,32,Male
Rishivandiyam,78,K. Geetha,Independent,28,Female
Rishivandiyam,78,M. Kamal,Independent,53,Male
Rishivandiyam,78,J. Kavitha,Independent,46,Female
Rishivandiyam,78,S. Surya,Independent,72,Male
Rishivandiyam,78,M. Chandran,Independent,54,Male
Sankarapuram,79,J. Ashok,DMK,37,Male
Sankarapuram,79,B. Renuka,AIADMK,58,Female
Sankarapuram,79,G. Ganesan,NTK,61,Male
Sankarapuram,79,R. Palani,BJP,75,Male
Sankarapuram,79,L. Ganesan,Independent,62,Male
Sankarapuram,79,B. Gayathri,Independent,27,Female
Sankarapuram,79,V. Raja,Independent,75,Male
Sankarapuram,79,K. Arun,Independent,26,Male
Sankarapuram,79,V. Suresh,Independent,33,Male
Sankarapuram,79,T. Dhanush,Independent,73,Male
Sankarapuram,79,M. Renuka,Independent,27,Female
Sankarapuram,79,P. Renuka,Independent,48,Female
Sankarapuram,79,S. Mani,Independent,47,Male
Sankarapuram,79,A. Muthu,Independent,73,Male
Sankarapuram,79,P. Vikram,Independent,46,Male
Sankarapuram,79,N. Kannan,Independent,35,Male
Sankarapuram,79,N. Vikram,Independent,36,Male
Sankarapuram,79,J. Vikram,Independent,26,Male
Kallakurichi,80,G. Karthik,DMK,43,Male
Kallakurichi,80,P. Karuppu,AIADMK,70,Male
Kallakurichi,80,E. Priya,NTK,59,Female
Kallakurichi,80,M. Rajini,BJP,34,Male
Kallakurichi,80,K. Murugan,INC,53,Male
Kallakurichi,80,N. Natarajan,Independent,55,Male
Kallakurichi,80,D. Senthil,Independent,49,Male
Kallakurichi,80,R. Dhanush,Independent,41,Male
Kallakurichi,80,R. Karuppu,Independent,39,Male
Kallakurichi,80,A. Dhanush,Independent,33,Male
Kallakurichi,80,V. Selvam,Independent,54,Male
Kallakurichi,80,C. Sudha,Independent,61,Female
Kallakurichi,80,R. Karthik,Independent,56,Male
Kallakurichi,80,D. Natarajan,Independent,73,Male
Kallakurichi,80,E. Senthil,Independent,25,Male
Kallakurichi,80,P. Vijay,Independent,65,Male
Kallakurichi,80,D. Revathi,Independent,47,Female
Gangavalli,81,A. Perumal,DMK,42,Male
Gangavalli,81,V. Karuppu,AIADMK,47,Male
Gangavalli,81,E. Soundarya,NTK,74,Female
Gangavalli,81,J. Vikram,BJP,48,Male
Gangavalli,81,V. Sekar,INC,70,Male
Gangavalli,81,E. Palani,Independent,32,Male
Gangavalli,81,E. Prakash,Independent,47,Male
Gangavalli,81,D. Prakash,Independent,63,Male
Gangavalli,81,N. Moorthy,Independent,43,Male
Gangavalli,81,K. Vijay,Independent,29,Male
Gangavalli,81,T. Mani,Independent,35,Male
Gangavalli,81,N. Prakash,Independent,69,Male
Gangavalli,81,P. Palani,Independent,66,Male
Gangavalli,81,M. Ramesh,Independent,53,Male
Attur,82,K. Selvam,DMK,75,Male
Attur,82,K. Mani,AIADMK,68,Male
Attur,82,J. Deepa,NTK,63,Female
Attur,82,T. Dhanush,BJP,49,Male
Attur,82,K. Arun,Independent,72,Male
Attur,82,B. Chandran,Independent,69,Male
Attur,82,P. Chandran,Independent,37,Male
Attur,82,K. Sekar,Independent,42,Male
Attur,82,A. Suresh,Independent,66,Male
Attur,82,K. Devi,Independent,45,Female
Attur,82,N. Rajini,Independent,25,Male
Attur,82,V. Deepa,Independent,73,Female
Attur,82,E. Natarajan,Independent,25,Male
Yercaud,83,S. Selvam,DMK,49,Male
Yercaud,83,N. Palani,AIADMK,38,Male
Yercaud,83,C. Sudha,NTK,42,Female
Yercaud,83,D. Vijay,INC,37,Male
Yercaud,83,E. Raja,PMK,63,Male
Yercaud,83,C. Rajendran,VCK,66,Male
Yercaud,83,D. Moorthy,Independent,32,Male
Yercaud,83,L. Indira,Independent,36,Female
Yercaud,83,S. Sekar,Independent,40,Male
Yercaud,83,D. Muthu,Independent,38,Male
Yercaud,83,P. Palani,Independent,55,Male
Yercaud,83,M. Karthik,Independent,55,Male
Yercaud,83,G. Dhanush,Independent,30,Male
Yercaud,83,K. Palani,Independent,39,Male
Yercaud,83,G. Dhanush,Independent,67,Male
Yercaud,83,B. Surya,Independent,60,Male
Yercaud,83,S. Vijay,Independent,54,Male
Omalur,84,T. Natarajan,DMK,34,Male
Omalur,84,N. Ajith,AIADMK,63,Male
Omalur,84,K. Vikram,NTK,33,Male
Omalur,84,J. Indira,BJP,36,Female
Omalur,84,P. Ajith,INC,55,Male
Omalur,84,M. Suresh,Independent,72,Male
Omalur,84,J. Muthu,Independent,38,Male
Omalur,84,T. Priya,Independent,51,Female
Omalur,84,S. Priya,Independent,44,Female
Omalur,84,R. Sekar,Independent,56,Male
Omalur,84,J. Karthik,Independent,51,Male
Omalur,84,C. Ajith,Independent,63,Male
Omalur,84,V. Ajith,Independent,48,Male
Omalur,84,R. Raja,Independent,55,Male
Omalur,84,M. Ramesh,Independent,30,Male
Mettur,85,T. Senthil,DMK,45,Male
Mettur,85,B. Chandran,AIADMK,32,Male
Mettur,85,L. Prakash,NTK,73,Male
Mettur,85,L. Selvam,BJP,38,Male
Mettur,85,P. Arun,Independent,45,Male
Mettur,85,M. Prakash,Independent,74,Male
Mettur,85,V. Vikram,Independent,54,Male
Mettur,85,N. Natarajan,Independent,71,Male
Mettur,85,J. Kannan,Independent,33,Male
Mettur,85,N. Kamal,Independent,68,Male
Mettur,85,V. Ganesan,Independent,30,Male
Mettur,85,A. Selvam,Independent,51,Male
Mettur,85,D. Sivakarthikeyan,Independent,41,Male
Mettur,85,K. Prakash,Independent,35,Male
Mettur,85,C. Surya,Independent,54,Male
Mettur,85,D. Muthu,Independent,50,Male
Mettur,85,P. Ramesh,Independent,36,Male
Mettur,85,L. Kamal,Independent,46,Male
Mettur,85,N. Selvam,Independent,52,Male
Mettur,85,S. Arun,Independent,73,Male
Edappadi,86,C. Rajini,DMK,39,Male
Edappadi,86,R. Selvam,AIADMK,40,Male
Edappadi,86,S. Sudha,NTK,55,Female
Edappadi,86,C. Vikram,INC,29,Male
Edappadi,86,C. Sivakarthikeyan,VCK,62,Male
Edappadi,86,A. Rajendran,Independent,62,Male
Edappadi,86,K. Prakash,Independent,41,Male
Edappadi,86,B. Palani,Independent,42,Male
Edappadi,86,S. Karuppu,Independent,57,Male
Edappadi,86,M. Dhanush,Independent,62,Male
Edappadi,86,C. Mani,Independent,61,Male
Edappadi,86,C. Surya,Independent,32,Male
Sankari,87,M. Perumal,DMK,35,Male
Sankari,87,G. Arun,AIADMK,51,Male
Sankari,87,N. Karuppu,NTK,50,Male
Sankari,87,D. Moorthy,Independent,72,Male
Sankari,87,S. Prakash,Independent,38,Male
Sankari,87,S. Kamal,Independent,32,Male
Sankari,87,L. Gayathri,Independent,70,Female
Sankari,87,D. Kamal,Independent,31,Male
Sankari,87,J. Ajith,Independent,73,Male
Sankari,87,V. Dhanush,Independent,72,Male
Sankari,87,V. Vijay,Independent,42,Male
Sankari,87,N. Kamal,Independent,31,Male
Sankari,87,S. Sivakarthikeyan,Independent,37,Male
Sankari,87,R. Suresh,Independent,46,Male
Sankari,87,D. Vikram,Independent,31,Male
Sankari,87,G. Natarajan,Independent,73,Male
Salem (West),88,B. Vijay,DMK,33,Male
Salem (West),88,M. Senthil,AIADMK,26,Male
Salem (West),88,L. Renuka,NTK,65,Female
Salem (West),88,M. Rajendran,Independent,52,Male
Salem (West),88,R. Ganesan,Independent,59,Male
Salem (West),88,G. Murugan,Independent,40,Male
Salem (West),88,L. Mani,Independent,49,Male
Salem (West),88,C. Murugan,Independent,71,Male
Salem (West),88,P. Shanthi,Independent,73,Female
Salem (West),88,E. Arun,Independent,64,Male
Salem (West),88,V. Chandran,Independent,60,Male
Salem (West),88,D. Priya,Independent,74,Female
Salem (West),88,S. Ganesan,Independent,25,Male
Salem (West),88,B. Chandran,Independent,75,Male
Salem (West),88,K. Sivakarthikeyan,Independent,50,Male
Salem (West),88,R. Sekar,Independent,25,Male
Salem (West),88,P. Rajini,Independent,31,Male
Salem (West),88,G. Raja,Independent,61,Male
Salem (West),88,B. Sekar,Independent,74,Male
Salem (West),88,V. Vijay,Independent,32,Male
Salem (West),88,N. Rajendran,Independent,58,Male
Salem (North),89,M. Dhanush,DMK,34,Male
Salem (North),89,B. Ganesan,AIADMK,68,Male
Salem (North),89,V. Velu,NTK,33,Male
Salem (North),89,N. Devi,PMK,44,Female
Salem (North),89,J. Perumal,Independent,73,Male
Salem (North),89,K. Surya,Independent,63,Male
Salem (North),89,K. Muthu,Independent,62,Male
Salem (North),89,M. Arun,Independent,67,Male
Salem (North),89,A. Prakash,Independent,38,Male
Salem (North),89,T. Vikram,Independent,60,Male
Salem (North),89,E. Karthik,Independent,39,Male
Salem (North),89,S. Ajith,Independent,46,Male
Salem (North),89,P. Suresh,Independent,60,Male
Salem (North),89,N. Prakash,Independent,32,Male
Salem (North),89,M. Rajendran,Independent,56,Male
Salem (North),89,S. Rajendran,Independent,47,Male
Salem (North),89,S. Kannan,Independent,41,Male
Salem (North),89,T. Karthik,Independent,33,Male
Salem (North),89,M. Suresh,Independent,36,Male
Salem (North),89,J. Sivakarthikeyan,Independent,42,Male
Salem (North),89,J. Ramesh,Independent,64,Male
Salem (South),90,C. Vijay,DMK,59,Male
Salem (South),90,P. Natarajan,AIADMK,52,Male
Salem (South),90,B. Balaji,NTK,67,Male
Salem (South),90,P. Suresh,Independent,56,Male
Salem (South),90,V. Rajendran,Independent,59,Male
Salem (South),90,L. Balaji,Independent,43,Male
Salem (South),90,N. Prakash,Independent,39,Male
Salem (South),90,J. Malathi,Independent,53,Female
Salem (South),90,G. Murugan,Independent,70,Male
Salem (South),90,L. Vikram,Independent,69,Male
Salem (South),90,B. Velu,Independent,31,Male
Salem (South),90,M. Karthik,Independent,27,Male
Veerapandi,91,A. Kannan,DMK,35,Male
Veerapandi,91,D. Arun,AIADMK,49,Male
Veerapandi,91,E. Karthik,NTK,72,Male
Veerapandi,91,V. Raja,Independent,45,Male
Veerapandi,91,R. Sivakarthikeyan,Independent,51,Male
Veerapandi,91,P. Surya,Independent,42,Male
Veerapandi,91,C. Karuppu,Independent,27,Male
Veerapandi,91,D. Chandran,Independent,71,Male
Veerapandi,91,E. Ajith,Independent,34,Male
Veerapandi,91,N. Arun,Independent,35,Male
Veerapandi,91,T. Arun,Independent,65,Male
Veerapandi,91,J. Surya,Independent,29,Male
Veerapandi,91,P. Selvam,Independent,43,Male
Veerapandi,91,L. Karthik,Independent,45,Male
Veerapandi,91,T. Surya,Independent,50,Male
Veerapandi,91,B. Dhanush,Independent,38,Male
Veerapandi,91,T. Dhanush,Independent,30,Male
Veerapandi,91,G. Kannan,Independent,39,Male
Veerapandi,91,G. Prakash,Independent,33,Male
Rasipuram,92,G. Ganesan,DMK,63,Male
Rasipuram,92,V. Sudha,AIADMK,62,Female
Rasipuram,92,E. Ajith,NTK,51,Male
Rasipuram,92,D. Karuppu,PMK,48,Male
Rasipuram,92,V. Renuka,Independent,72,Female
Rasipuram,92,B. Vijay,Independent,53,Male
Rasipuram,92,T. Sivakarthikeyan,Independent,25,Male
Rasipuram,92,E. Murugan,Independent,54,Male
Rasipuram,92,L. Ramesh,Independent,71,Male
Rasipuram,92,B. Suresh,Independent,52,Male
Rasipuram,92,G. Kalpana,Independent,45,Female
Rasipuram,92,E. Suganya,Independent,67,Female
Rasipuram,92,G. Velu,Independent,31,Male
Rasipuram,92,R. Indira,Independent,43,Female
Rasipuram,92,K. Kamal,Independent,36,Male
Rasipuram,92,E. Raja,Independent,52,Male
Rasipuram,92,A. Ashok,Independent,48,Male
Rasipuram,92,M. Surya,Independent,34,Male
Rasipuram,92,G. Rajini,Independent,27,Male
Rasipuram,92,A. Selvam,Independent,64,Male
Rasipuram,92,N. Prakash,Independent,72,Male
Rasipuram,92,R. Vijay,Independent,43,Male
Senthamangalam,93,D. Senthil,DMK,37,Male
Senthamangalam,93,P. Ashok,AIADMK,53,Male
Senthamangalam,93,E. Mani,NTK,74,Male
Senthamangalam,93,N. Dhanush,BJP,41,Male
Senthamangalam,93,R. Rajendran,Independent,51,Male
Senthamangalam,93,C. Velu,Independent,43,Male
Senthamangalam,93,T. Velu,Independent,52,Male
Senthamangalam,93,P. Natarajan,Independent,59,Male
Senthamangalam,93,J. Murugan,Independent,75,Male
Senthamangalam,93,V. Mani,Independent,31,Male
Senthamangalam,93,T. Murugan,Independent,35,Male
Senthamangalam,93,L. Ashok,Independent,35,Male
Senthamangalam,93,J. Surya,Independent,49,Male
Senthamangalam,93,V. Selvam,Independent,64,Male
Senthamangalam,93,L. Soundarya,Independent,53,Female
Senthamangalam,93,C. Ashok,Independent,29,Male
Senthamangalam,93,A. Selvam,Independent,65,Male
Senthamangalam,93,K. Ramesh,Independent,51,Male
Senthamangalam,93,L. Kannan,Independent,46,Male
Senthamangalam,93,K. Sivakarthikeyan,Independent,44,Male
Namakkal,94,T. Natarajan,DMK,72,Male
Namakkal,94,A. Lakshmi,AIADMK,64,Female
Namakkal,94,V. Dhanush,NTK,45,Male
Namakkal,94,N. Vijay,INC,61,Male
Namakkal,94,J. Selvam,VCK,25,Male
Namakkal,94,G. Raja,Independent,63,Male
Namakkal,94,D. Karuppu,Independent,69,Male
Namakkal,94,M. Natarajan,Independent,61,Male
Namakkal,94,B. Velu,Independent,37,Male
Namakkal,94,E. Muthu,Independent,50,Male
Namakkal,94,S. Karuppu,Independent,37,Male
Namakkal,94,C. Palani,Independent,54,Male
Namakkal,94,P. Perumal,Independent,61,Male
Namakkal,94,T. Kamal,Independent,74,Male
Namakkal,94,J. Deepa,Independent,64,Female
Namakkal,94,G. Ashok,Independent,36,Male
Namakkal,94,M. Palani,Independent,27,Male
Namakkal,94,G. Vikram,Independent,32,Male
Namakkal,94,T. Karuppu,Independent,73,Male
Namakkal,94,P. Raja,Independent,49,Male
Paramathi-Velur,95,M. Suganya,DMK,55,Female
Paramathi-Velur,95,E. Vasanthi,AIADMK,68,Female
Paramathi-Velur,95,G. Senthil,NTK,49,Male
Paramathi-Velur,95,P. Vikram,Independent,66,Male
Paramathi-Velur,95,A. Velu,Independent,26,Male
Paramathi-Velur,95,B. Meena,Independent,31,Female
Paramathi-Velur,95,N. Kamal,Independent,68,Male
Paramathi-Velur,95,P. Ajith,Independent,30,Male
Paramathi-Velur,95,J. Karthik,Independent,73,Male
Paramathi-Velur,95,S. Suresh,Independent,46,Male
Paramathi-Velur,95,J. Perumal,Independent,41,Male
Paramathi-Velur,95,D. Rajini,Independent,49,Male
Paramathi-Velur,95,M. Moorthy,Independent,53,Male
Paramathi-Velur,95,N. Karuppu,Independent,26,Male
Paramathi-Velur,95,L. Muthu,Independent,32,Male
Paramathi-Velur,95,J. Rajini,Independent,43,Male
Paramathi-Velur,95,J. Vikram,Independent,43,Male
Paramathi-Velur,95,P. Natarajan,Independent,36,Male
Paramathi-Velur,95,V. Ganesan,Independent,47,Male
Paramathi-Velur,95,T. Perumal,Independent,66,Male
Paramathi-Velur,95,C. Kannan,Independent,30,Male
Paramathi-Velur,95,K. Muthu,Independent,48,Male
Tiruchengodu,96,E. Vijay,DMK,53,Male
Tiruchengodu,96,T. Lakshmi,AIADMK,26,Female
Tiruchengodu,96,K. Murugan,NTK,52,Male
Tiruchengodu,96,R. Raja,INC,48,Male
Tiruchengodu,96,A. Ganesan,Independent,51,Male
Tiruchengodu,96,R. Palani,Independent,37,Male
Tiruchengodu,96,E. Rajendran,Independent,71,Male
Tiruchengodu,96,S. Raja,Independent,75,Male
Tiruchengodu,96,R. Perumal,Independent,66,Male
Tiruchengodu,96,M. Kannan,Independent,54,Male
Tiruchengodu,96,G. Karthik,Independent,29,Male
Tiruchengodu,96,S. Murugan,Independent,53,Male
